IsSpam,Text
0, kopper isn ews but understood was enron check yes although understanding that ted has agreed work for billy lemmons new set david original message from kitchen louisesent friday march pmto oxley davidsubject michael kopper enron ljm employee please send dave duran all prc feedback ted bland last years including comments
0,still working but here where arelouise would like you consider our original proposal for few reasons have lot history this one given been both sides the fence and was the original creator what ultimately became the eim group result have been many discussions with lou and jeff these issues the original agreement between ees and ena the following sic codes were excluded from ees part the minority shareholder agreement mining except oil and gas oil and gas extractiontextile manufacturingpaper manufacturingchemical manufacturingpetroleum and coal products manufacturingplastics and rubber products manufacturingglass manufacturingprimary metal manufacturingfabricated and metals products manufacturingmachinery manufacturingrail transportation all other sic codes fell within ees with the buy back the minority shareholders lou jeff and agreed move several the lower process load sic codes into ees including textile manufacturing like springs industries glass manufacturing like owens corning fabricated and metals product manufacturing like general cable and american national can and machinery manufacturing like lockheed martin this was primarily because these customers tend lower energy sophistication and consumption numerous sites deregulated and regulated environments and small size the ees value proposition fit these customers much better than wholesale have completed numerous significant term transactions and outsources these industries see parenthesis for several for the other sic codes these remained ena and eim ees has interest paper mills smelters fertilizer manufacturers refiners etc neither have the products pricing capability manage close very large process oriented consumers however there are divisions inside these companies that have been able have some success for example the speciality chemicals divisions the large chemical companies tend significantly smaller loads and ignored from capital dsm and commodity point view the large purchasing agents another example the gasoline retailing networks for the large oil and gas refining companies which can very small loads spread over thousands sites another example the specialty paper container board divisions the paper companies several the large oil and gas and petrochemical companies have found fertile ground their office buildings and research centers our proposal limit ees activities the ena sic codes consumption size was give some freedom target these divisions inside these companies which ena would normally ignore there better way split this out than size definition lets discuss finally given the more targeted and sophisticated sales process utilized ees necessity would easier coordinate between the companies based size sort where ees had limited access ena sic codes versus the opposite the surface your proposal looks reasonable however fails sufficiently manage the issues for example how would you manage customer like wal mart which may use more than site but requires national regional solution for all sites both deregulated and regulated jurisdictions how will sufficiently manage the ena sales force which tends over cover and under product for the vast majority these industries and customers think would disaster for ees and ena and ees has the relationship based selling capability and basic products successfully manage these customers you could argue right now that all have final note believe strongly that john and should send out note both organizations clarifying these issues because way overdue years fact was always difficult when was upstairs get lou cooperate extremely destructive and productive for multiple enron groups communicate and target the same customer don believe that the employees both side the fence will honor the obligation unless expressly stated openly communicated and enforced the two management teams and need proactive because cleaning after the dual call etc significantly damages our credibility enron with number these customers may worthwhile the same exercise let you know what may doing the the utility and generator markets the interest open communication and ensure your buy look forward futher discussing this with you our motivations are not try and enter ena markets but split the industrial and commercial segments between the two companies clearly which increases productivity and shareholder value regardsdelainey forwarded david delainey hou ees janet dietrich pmto david delainey hou ees eescc subject still working but here where arefyi forwarded janet dietrich hou ees louise kitchen ect pmto janet dietrich hou ees eescc subject still working but here where arejanet tried get through you but success far this afternoon have removed the split from east west loadpowerena hourly peak demandees mmbtus dayees mmbtus dayi still working the codes but the issue that things like fertilizer companies are not included the lists they may cause more confusion tha add value louise
0,ees epmi splitjust add tim note suggest that the number overlap issues would few and far between and can resolved the operating level think ena can offer representatives from each region that have open line communication with the appropriate ees people ena and ees provided each other with short list contacts there should need deal with this the otc level for example chris foster ena west power mid market would direct questions opportunities ees and field calls from ees people looking deals the western power market ena interface list power west fostermidwest baughmaneast pagantexas sukalygas west tycholizmidwest luceeast vickerstexas martindave knows all these people and believe that they things the best interest one enron regards chris forwarded christopher calger pdx ect from tim belden amto louise kitchen hou ect ectcc chris foster hou ect ect christopher calger pdx ect ectsubject ees epmi spliti heard dave voicemail appreciate his concern however don think that the delineation easy confident that team knows what are good and what aren good aren best suited serve the load will act like one enron and send the account over the them the split should really driven the customer needs and which utility they are behind for example montana power has wonderful balancing tariff where the utility looks the scheduled volume and compares the actual volumes and settles directly with the customer for imbalances don any metering don any unique billing the loads range anywhere from ena definitely best suited serve these industrials because commodity price their top interest the pugest system about open with structure that similar montana ena will very well positioned serve this load the same company could have plant california wouldn serve that load because the expertise needed manage the ctc risk before this thing blew anyway the challenge metering and tracking metered volumes schedule actual basis and the load forecasting the same company could also own gas stations the west have interest serving gas stations also heard the message attached dave from scott dann his message did little open communication between groups provided details what the issue was the west with respect epmi ena and ees for this right ees and ena need able solve problems without involving the office the chair each company would happy work with anyone from ees resolve who should covering which accounts still can think clean way divide customers each approach has its problems each company ees and ena has its strengths our strength commodity pricing and delivering anywhere the western grid their strength tariff analysis energy management and aggregating loads for the west confident that chris calger and can sort out any disputes with ees that are reasonable know what are good have proven track record with large number industrials the west still believe that our customers and shareholders are best served with our favored approach will require better communication the operating level between ees and ena 
0,summary points cdwrattached please find some notes for the cst meeting 
0, agrmts urgentattached spreadsheet which indicates the employees who have current agrmts and are being considered for new agrmt the spreadsheet indicates the contractual committments leave the password your voice mail 
0, contractsmichelle see below lets see how many can get louise pmpresto needs chnage grants rather than all next week hold his back louise michelle and just spoke and she checking the drafts that were prepared this weekend and making some changes you will have them batches during course the afternoon obviously these are drafts and will need redone before anyone can sign and potentially changed modify strike date language case they elect that option addition thought were only focusing the first names john spreadsheet least for this day exercise your list below includes number further down thought agreed could hold off them until next week don think will able get all the done over next days and would recommend focus initially top kari sheila please point ferry these forms back and forth today and tomorrow need someone focus purely this for the next hours david original message from kitchen louisesent monday march amto oxley davidsubject contractsplease get the following contracts can give them out preferably email let know any you will not get calgerduranbeldenswerzbinprestosturmherndondaviswolfebaughmanaroradon millerpaganmaxbensonmotleyheizenraderclynesirvindorland
0, ews prc repsfyi you still want call the names the list shall just send billy list who ideally would like david original message from lemmons billysent monday march amto oxley davidsubject ews prc repsi agree let just talk about tomorrow thanks for being flexible moving our meeting regards billyfrom david oxley enron enronxgate pmto billy lemmons corp enron enroncc gina corteselli enron enronxgate robert jones enron enron karen buckley enron enronxgatesubject ews prc repsbilly several things hoping over with you monday but main thing that ena otc concerned that the names currently slated for the prc don make sense louise has asked call them and see each are keen but main objection was the number people from power trading being distracted their busiest time the year told louise that was sure wanted switch one two around you wouldn mind however would confirm with you before suggesting alternates david
0, confidentiali will just putting the date reflect when you will going maternity leave you have date mind yet from your point view nothing will change don know you have equivalent form the mat which states your due date from your doctor could you forward that attach the letter will lot quicker than post thankskatelouise kitchen kate hollis lon ect ectcc subject confidentialwhat exactly will you dealing with the system and payroll how are you intending alter expecting changes anything louise kitchen amto kate hollis lon ect ectcc subject confidentialmay thkate hollis amto louise kitchen hou ect ectcc subject confidentiallouise david knox let know you are pregnant and hope everything going well deal with all maternity for people london payroll can you let know when your due date can get the system and payroll correct will then send you the relevant paperwork any questions then please call thankskate
0,ews weekly report year prc reviews and action itemsstatus report below outstanding feedback from year end across ews excluding eel believe they are almost status those bottom prc category performers from year end have formed dedicated group under cindy skinner management deal with this across ews what follows her groups latest weekly report please let have any comments and would ask for you continued support completing the remaining reviews david original message from conn philipsent friday march amto blaylock john bonnard janie bosien teresa brown daniel buck gary cash michelle curless amanda davies neil paz janet dejesus francisco doucet dawn fernandes fernanda funkhouser shanna garcia grace gilchrist scott hankamer cecilia herman ben hickok kim hill dave jones robert knudsen sheila mayes fran mcloughlin hector melodick kim migliore todd neal kathy rourke tim oxley david padron miguel schaeffer caroline seleznov ryan slone jeanie treadwell robin villarreal norma walton sheila yeverino norma skinner cindysubject ews weekly report outstanding reviews and issues employeesthe stats for this week are attached have made some improvement over last week totals decreasing the number outstanding reviews from the greatest improvement was esa however with time running out the deadline are still considerably short attaining the reviews returned the following are the counts reviews still outstanding enw eim calme esa ena egm apachi over the last week elisa tamez and have contacting many you offer assistance calling delinquent supervisors please let know can provide any further assistance well please continue provide input employees that should not considered the reporting voluntary terminations employees fmla special circumstances international regions etc thanks cindy philip
0,eol fyi forwarded janet dietrich hou ees don black amto kevin presto hou ect ectcc bcc janet dietrich hou ees subject eol what the going forward plan better populate these less liquid markets you have interest seeing this report regular basis forwarded don black hou ees erika breen amto don black hou ees eescc charles decker hou ees eessubject eol these products are not online today peak offpeakcin comed ercot nya nyg nyj nepool pjm 
0,new pagenet pagerlouise your new pager number here are the instructions sending messages email for your surepage pagenetmessage netwhen you don have email but have internet access www pagenet comclick send message terminal click arrow and menu will drop down surepage enter your pin not type type your message click send the message
0,simmonsfyi excerpt from today simmons note ene conf call from fridaythat summarizes their view enron you like listen the call can accessed the www enron com website under investors jeff dietert simmmons will joining craig albert the meeting tues afternooni headed nyc tuesday for marketing joining craig and jeff from enron irwill scott vonderheide and david leboe david new from wes colwell structuringgroup pls call you have anything you like discuss prior the meeting thanks paulasummary ene held conference call primarily confirm that its businessunits are track and dispel some rumors the marketplace enereiterated its fyol eps guidance which consider beconservative consensus sci ene did not discussany change lqol eps expectations guidance consensus sci many ene comments concerning the wholesaleenergy trading confirm comments are consistently getting from all theenergy convergence players the california situation forcing utilitiesacross the country deal with risk exposure avoid edisonsituation most utilities and other gas electricity consumers are notprepared manage these risk and are now outsourcing energy managementactivities sophisticated marketing companies addition newgeneration facilities are offering gas marketing opportunities ene isclearly the leader energy marketing trading risk management thereare few other sophisticated companies dyn epg wmb duk mir aquila but there huge drop sophistication below these top tiermarketers believe the vast majority the opportunity beingcaptured these few strong players ene expecting lqol natural gasvolumes and electricity volumes over lqo opinion tough get excited about buying multiple stock amarket ugly the one are currently experiencing however ene isthe leader energy convergence and should part any growth and orenergy portfolio there are few opportunities build position thestock reasonable valuations and believe ene current valuation isvery attractive fyol fyo business fundamentals are quitestrong and ene benefiting from market where tight energy marketsencourage customers focus large well established suppliers for theirenergy requirements clearing the noise ebs layoffs rumors have circulated that ene was laying off employeesin its broadband segment and even that was disbanding its broadbandbusiness expect ene continue build the intermediation andcontent services units ene expects build its network with largerpercentage contracted capacity than previously expected and reducedits capital expenditure expectations from million this year million the reduced activity building out the network iscontributing reduced staffing requirements the network area pge divestiture ceo jeff skilling placed only probability thecompletion the billion pge sale sierra pacific the pgeasset likely continue part the ene portfolio thenear term had previously considered pge discontinuedbusiness pge eps contributions will marginally positive fyol epsexpectations india generation ene dabhol india power project isexperiencing similar crisis the one california the electricitypurchaser the power generated dabhol backed the indiangovernment but has not been able pass through the increased cost ofpower caused higher oil prices ene has been relying theguarantee from the indian government for payment for its electricitysales ene has continued receive payment from government but issubject regulatory risks for this project california credit exposure believe ene managing its credit riskappropriately 
0, still working but here where arewe can talk about however not think the split will work you propose the vast majority the industrial process load uses more than peak which and should continue the focus ena the target companies and sites will focus down here will average somewhere the peak range remember non process load aggregation sites after ees bought back the minority shareholders there has been increasing overlap the marketplace between ees ena the reasoning behind deliniating where and how each group will focus was alleviate the external overlap reduce any friction between the groups and increase both groups productivity don think there should any issue the fertilizer companies but doublecheck talk you 
0,liffe nasdaq announcement nasdaq liffel doc
0,fax 
0,fountain valleywe had bad accident the construction site friday construction worker slipped and fell front bulldozer over the weekend had his foot amputated have flown his family and put them ronald mcdonald house non profit institution for families injured ill patients the worker was employed sub contractor cig the pipeline company that constructing the gas lateral for fountain valley power llc nepco making some noise because they want clear that this was not nepco subcontractor and therefore not nepco responsibility not think this will materially delay closing the sale black hills but will likely need indemnify them from the litigation risk associated with this accident are working with legal and insurance assess risk and process chris
0,california puc proposed decisionattached are notes from press conference that cpuc president lynch held earlier today sue mara works our office note all these concepts must still approved tomorrow cpuc public meeting with votes expect passage call with any questions jim forwarded james steffes enron susan mara alan comnes pdx ect ect angela schwarz hou ees ees beverly aden hou ees ees bill votaw hou ees ees brenda barreda hou ees ees carol moffett hou ees ees cathy corbin hou ees ees chris foster hou ect ect christina liscano hou ees ees christopher calger pdx ect ect craig sutter hou ees ees dan leff hou ees ees debora whitehead hou ees ees dennis benevides hou ees ees don black hou ees ees douglas huth hou ees ees edward sacks corp enron enron eric melvin hou ees ees erika dupre hou ees ees evan hughes hou ees ees fran deltoro hou ees ees gayle muench hou ees ees ginger dernehl enron enron gordon savage hou ees ees harold buchanan hou ees ees harry kingerski enron enron iris waser hou ees ees james steffes enron enron james lewis hou ees ees james wright western region the bentley company exchange jeff messina hou ees ees jeremy blachman hou ees ees jess hewitt hou ees ees joe hartsoe corp enron enron karen denne corp enron enron kathy bass hou ees ees kathy dodgen hou ees ees ken gustafson hou ees ees kevin hughes hou ees ees leasa lopez hou ees ees leticia botello hou ees ees mark muller hou ees ees marsha suggs hou ees ees marty sunde hou ees ees meredith eggleston hou ees ees michael etringer hou ect ect michael mann hou ees ees michelle cisneros hou ect ect mpalmer enron com neil bresnan hou ees ees neil hong hou ees ees paul kaufman pdx ect ect richard zdunkewicz hou ees ees richard leibert hou ees ees richard shapiro enron enron rita hennessy enron enron robert badeer hou ect ect rosalinda tijerina hou ees ees sandra mccubbin enron enron sarah novosel corp enron enron scott gahn hou ees ees scott stoness hou ees ees sharon dick hou ees ees skean enron com susan mara enron enron tanya leslie hou ees ees tasha lair hou ees ees ted murphy hou ect ect terri greenlee enron enron tim belden hou ect ect tony spruiell hou ees ees vicki sharp hou ees ees vladimir gorny hou ect ect wanda curry hou ees ees william bradford hou ect ect jubran whalan hou ees ees triley enron com richard sanders hou ect ect robert williams enron development enron development dwatkiss bracepatt com rcarroll bracepatt com donna fulton corp enron enron gfergus brobeck com kathryn corbally corp enron enron bruno gaillard enron enron linda robertson enron enron ren lazure western region the bentley company exchange michael tribolet corp enron enron phillip allen hou ect ect christian yoder hou ect ect jklauber llgm com tamara johnson hou ees ees mary hain hou ect ect greg wolfe hou ect ect jeff dasovich enron enron dirk vanulden western region the bentley company exchange steve walker sfo ees ees james wright western region the bentley company exchange mike smith hou ees ees richard shapiro enron enron leslie lawner enron enron robert neustaedter enron development enron development steve walton hou ect ect psmith enron com mjackso enron com janel guerrero corp enron enron mark fillinger ect ect jennifer rudolph hou ees ees martin wenzel sfo hou ees ees wgang enron com joseph alamo enron enron tracy ngo pdx ect ect ray alvarez enron enron steve hall pdx ect ect mday gmssr com sgovenar govadv com subject cpuc news from press conference speaklynch started out castigating ferc for the failure act sellers for high prices forcing into this action has some charts the press package talked about how wonderful the govs proposals have been said net short sellers have over barrell for those sales attorney gen continues investigation the sellers these are all for going forward costs this doesn address the for the hot dog which being taken care sacramento she said these proposals ensure reliability and allow treasurer issue bonds continues castigate ferc throughout the call wants new appointments ferc from the states our cries have fallen deaf ears lynch announced the following votes for tomorrow wood proposal modified order that the ious pay the qfs beginning going forward basis only modified existing formula section legislative change this section did not pass yet shifts the srac gas index from topoc where wood says the prices are being mnipulated malin where prices have been more stable sets the procurement adjustment orders the ious pay the dwr for purchases one point she said that the order would for all power for purchased the state beginning jan another point she said that the payments are for going forward costs time pay the power bills for california cpa calculated based the residual method rather than the proportional method payments dwr made the proportional method however lynch alternate setting cents kwh increase accordance with the alj decision said rate increase makes the cent temp charge permanent believe that this additive with the cents cent total believe this covers all needs going forward basis according abx small customers with over baseline get increase small customers with increase get increase the rest get socked guess adopted turn accounting proposal implying that the rate freeze not yet over will look rate design future proceeding takes ious days charge the rates although could come earlier will conduct rate design proceeding during that time period see orders investigation into the utility holding company structure see best for the public utilities outside holding companies new proceeding was also identified lynch issuing assigned comissioner ruling proposing new rate structure presume have rates that increase greatly with more use need information from dwr calculate rates and dwr has not yet provided described the need have record this mentioned above would expect this comepled with decision days one the above orders lynch said that she orders the utililities after sellers using all legal means for the unjust and unreasonable prices 
